ID	Name	Sex	Team	NOC	Sport	Age	Height	Weight	Event
109863	Anton Vladimirovich Shipulin	M	Russia	RUS	Biathlon	22	185	82	Biathlon Men's 10 kilometres Sprint
109863	Anton Vladimirovich Shipulin	M	Russia	RUS	Biathlon	22	185	82	Biathlon Men's 12.5 kilometres Pursuit
109863	Anton Vladimirovich Shipulin	M	Russia	RUS	Biathlon	22	185	82	Biathlon Men's 15 kilometres Mass Start
109863	Anton Vladimirovich Shipulin	M	Russia	RUS	Biathlon	22	185	82	Biathlon Men's 20 kilometres
109863	Anton Vladimirovich Shipulin	M	Russia	RUS	Biathlon	22	185	82	Biathlon Men's 4 x 7.5 kilometres Relay
108541	Viktoriya Oleksandrivna "Vita" Semerenko	F	Ukraine	UKR	Biathlon	24	162	58	Biathlon Women's 7.5 kilometres Sprint
108541	Viktoriya Oleksandrivna "Vita" Semerenko	F	Ukraine	UKR	Biathlon	24	162	58	Biathlon Women's 10 kilometres Pursuit
108541	Viktoriya Oleksandrivna "Vita" Semerenko	F	Ukraine	UKR	Biathlon	24	162	58	Biathlon Women's 15 kilometres
108541	Viktoriya Oleksandrivna "Vita" Semerenko	F	Ukraine	UKR	Biathlon	24	162	58	Biathlon Women's 4 x 6 kilometres Relay
108540	Valentyna Oleksandrivna "Valj" Semerenko	F	Ukraine	UKR	Biathlon	24	161	54	Biathlon Women's 7.5 kilometres Sprint
108540	Valentyna Oleksandrivna "Valj" Semerenko	F	Ukraine	UKR	Biathlon	24	161	54	Biathlon Women's 10 kilometres Pursuit
108540	Valentyna Oleksandrivna "Valj" Semerenko	F	Ukraine	UKR	Biathlon	24	161	54	Biathlon Women's 12.5 kilometres Mass Start
108540	Valentyna Oleksandrivna "Valj" Semerenko	F	Ukraine	UKR	Biathlon	24	161	54	Biathlon Women's 15 kilometres
108540	Valentyna Oleksandrivna "Valj" Semerenko	F	Ukraine	UKR	Biathlon	24	161	54	Biathlon Women's 4 x 6 kilometres Relay
108529	Serhiy Oleksandrovych Semenov	M	Ukraine	UKR	Biathlon	21	179	69	Biathlon Men's 10 kilometres Sprint
108529	Serhiy Oleksandrovych Semenov	M	Ukraine	UKR	Biathlon	21	179	69	Biathlon Men's 12.5 kilometres Pursuit
108529	Serhiy Oleksandrovych Semenov	M	Ukraine	UKR	Biathlon	21	179	69	Biathlon Men's 20 kilometres
108180	Serhiy Anatoliyovych Sednev	M	Ukraine	UKR	Biathlon	26	180	74	Biathlon Men's 10 kilometres Sprint
108180	Serhiy Anatoliyovych Sednev	M	Ukraine	UKR	Biathlon	26	180	74	Biathlon Men's 12.5 kilometres Pursuit
108180	Serhiy Anatoliyovych Sednev	M	Ukraine	UKR	Biathlon	26	180	74	Biathlon Men's 15 kilometres Mass Start
108180	Serhiy Anatoliyovych Sednev	M	Ukraine	UKR	Biathlon	26	180	74	Biathlon Men's 20 kilometres
108180	Serhiy Anatoliyovych Sednev	M	Ukraine	UKR	Biathlon	26	180	74	Biathlon Men's 4 x 7.5 kilometres Relay
106721	Simon Schempp	M	Germany	GER	Biathlon	21	178	68	Biathlon Men's 4 x 7.5 kilometres Relay
106281	Yan Anatolyevich Savitsky	M	Kazakhstan	KAZ	Biathlon	22	175	70	Biathlon Men's 10 kilometres Sprint
106281	Yan Anatolyevich Savitsky	M	Kazakhstan	KAZ	Biathlon	22	175	70	Biathlon Men's 12.5 kilometres Pursuit
106281	Yan Anatolyevich Savitsky	M	Kazakhstan	KAZ	Biathlon	22	175	70	Biathlon Men's 20 kilometres
106281	Yan Anatolyevich Savitsky	M	Kazakhstan	KAZ	Biathlon	22	175	70	Biathlon Men's 4 x 7.5 kilometres Relay
106094	Eveli Saue	F	Estonia	EST	Biathlon	25	163	53	Biathlon Women's 7.5 kilometres Sprint
106094	Eveli Saue	F	Estonia	EST	Biathlon	25	163	53	Biathlon Women's 10 kilometres Pursuit
106094	Eveli Saue	F	Estonia	EST	Biathlon	25	163	53	Biathlon Women's 15 kilometres
106094	Eveli Saue	F	Estonia	EST	Biathlon	25	163	53	Biathlon Women's 4 x 6 kilometres Relay
103668	Alexandra Rusu-Stoian	F	Romania	ROU	Biathlon	26	167	53	Biathlon Women's 7.5 kilometres Sprint
103527	Vasja Rupnik	M	Slovenia	SLO	Biathlon	32	189	85	Biathlon Men's 10 kilometres Sprint
103527	Vasja Rupnik	M	Slovenia	SLO	Biathlon	32	189	85	Biathlon Men's 12.5 kilometres Pursuit
103527	Vasja Rupnik	M	Slovenia	SLO	Biathlon	32	189	85	Biathlon Men's 20 kilometres
103527	Vasja Rupnik	M	Slovenia	SLO	Biathlon	32	189	85	Biathlon Men's 4 x 7.5 kilometres Relay
102260	Yana Sergeyevna Romanova	F	Russia	RUS	Biathlon	26	166	61	Biathlon Women's 15 kilometres
102005	Solveig Rogstad	F	Norway	NOR	Biathlon	27	175	60	Biathlon Women's 15 kilometres
102005	Solveig Rogstad	F	Norway	NOR	Biathlon	27	175	60	Biathlon Women's 4 x 6 kilometres Relay
101333	Wynn Andrew  Roberts	M	United States	USA	Biathlon	21	185	82	Biathlon Men's 20 kilometres
100296	Magda Rezlerov	F	Czech Republic	CZE	Biathlon	27	163	55	Biathlon Women's 7.5 kilometres Sprint
100296	Magda Rezlerov	F	Czech Republic	CZE	Biathlon	27	163	55	Biathlon Women's 10 kilometres Pursuit
100296	Magda Rezlerov	F	Czech Republic	CZE	Biathlon	27	163	55	Biathlon Women's 15 kilometres
100296	Magda Rezlerov	F	Czech Republic	CZE	Biathlon	27	163	55	Biathlon Women's 4 x 6 kilometres Relay
99075	Andrejs Rastorgujevs	M	Latvia	LAT	Biathlon	21	180	70	Biathlon Men's 10 kilometres Sprint
99075	Andrejs Rastorgujevs	M	Latvia	LAT	Biathlon	21	180	70	Biathlon Men's 12.5 kilometres Pursuit
99075	Andrejs Rastorgujevs	M	Latvia	LAT	Biathlon	21	180	70	Biathlon Men's 4 x 7.5 kilometres Relay
98983	Diana Rasimoviit	F	Lithuania	LTU	Biathlon	25	164	52	Biathlon Women's 7.5 kilometres Sprint
98983	Diana Rasimoviit	F	Lithuania	LTU	Biathlon	25	164	52	Biathlon Women's 10 kilometres Pursuit
98983	Diana Rasimoviit	F	Lithuania	LTU	Biathlon	25	164	52	Biathlon Women's 15 kilometres
97703	Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-)	F	Russia	RUS	Biathlon	34	163	55	Biathlon Women's 7.5 kilometres Sprint
97703	Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-)	F	Russia	RUS	Biathlon	34	163	55	Biathlon Women's 10 kilometres Pursuit
97703	Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-)	F	Russia	RUS	Biathlon	34	163	55	Biathlon Women's 12.5 kilometres Mass Start
97703	Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-)	F	Russia	RUS	Biathlon	34	163	55	Biathlon Women's 15 kilometres
97703	Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-)	F	Russia	RUS	Biathlon	34	163	55	Biathlon Women's 4 x 6 kilometres Relay
97677	Paavo Sakari Puurunen	M	Finland	FIN	Biathlon	36	179	72	Biathlon Men's 10 kilometres Sprint
97677	Paavo Sakari Puurunen	M	Finland	FIN	Biathlon	36	179	72	Biathlon Men's 20 kilometres
97573	Sabina Mihaela Purdea	F	Romania	ROU	Biathlon	27	163	52	Biathlon Women's 7.5 kilometres Sprint
97573	Sabina Mihaela Purdea	F	Romania	ROU	Biathlon	27	163	52	Biathlon Women's 10 kilometres Pursuit
97573	Sabina Mihaela Purdea	F	Romania	ROU	Biathlon	27	163	52	Biathlon Women's 15 kilometres
97573	Sabina Mihaela Purdea	F	Romania	ROU	Biathlon	27	163	52	Biathlon Women's 4 x 6 kilometres Relay
96839	Natlia Prekopov	F	Slovakia	SVK	Biathlon	20	162	53	Biathlon Women's 4 x 6 kilometres Relay
96082	Michela Ponza	F	Italy	ITA	Biathlon	31	164	52	Biathlon Women's 7.5 kilometres Sprint
96082	Michela Ponza	F	Italy	ITA	Biathlon	31	164	52	Biathlon Women's 10 kilometres Pursuit
96082	Michela Ponza	F	Italy	ITA	Biathlon	31	164	52	Biathlon Women's 15 kilometres
96082	Michela Ponza	F	Italy	ITA	Biathlon	31	164	52	Biathlon Women's 4 x 6 kilometres Relay
95502	Dana Elena Plotogea-Cojocea	F	Romania	ROU	Biathlon	28	173	63	Biathlon Women's 7.5 kilometres Sprint
95502	Dana Elena Plotogea-Cojocea	F	Romania	ROU	Biathlon	28	173	63	Biathlon Women's 10 kilometres Pursuit
95502	Dana Elena Plotogea-Cojocea	F	Romania	ROU	Biathlon	28	173	63	Biathlon Women's 15 kilometres
95502	Dana Elena Plotogea-Cojocea	F	Romania	ROU	Biathlon	28	173	63	Biathlon Women's 4 x 6 kilometres Relay
95070	Victor Pnzaru	M	Moldova	MDA	Biathlon	18	187	79	Biathlon Men's 10 kilometres Sprint
95070	Victor Pnzaru	M	Moldova	MDA	Biathlon	18	187	79	Biathlon Men's 20 kilometres
94844	Edgars Piksons	M	Latvia	LAT	Biathlon	26	178	72	Biathlon Men's 10 kilometres Sprint
94844	Edgars Piksons	M	Latvia	LAT	Biathlon	26	178	72	Biathlon Men's 20 kilometres
94844	Edgars Piksons	M	Latvia	LAT	Biathlon	26	178	72	Biathlon Men's 4 x 7.5 kilometres Relay
94648	Olena Mykhailivna Pidhrushna	F	Ukraine	UKR	Biathlon	23	176	65	Biathlon Women's 7.5 kilometres Sprint
94648	Olena Mykhailivna Pidhrushna	F	Ukraine	UKR	Biathlon	23	176	65	Biathlon Women's 10 kilometres Pursuit
94648	Olena Mykhailivna Pidhrushna	F	Ukraine	UKR	Biathlon	23	176	65	Biathlon Women's 12.5 kilometres Mass Start
94648	Olena Mykhailivna Pidhrushna	F	Ukraine	UKR	Biathlon	23	176	65	Biathlon Women's 15 kilometres
94648	Olena Mykhailivna Pidhrushna	F	Ukraine	UKR	Biathlon	23	176	65	Biathlon Women's 4 x 6 kilometres Relay
94162	Milanko Petrovi	M	Serbia	SRB	Biathlon	21	188	81	Biathlon Men's 10 kilometres Sprint
94162	Milanko Petrovi	M	Serbia	SRB	Biathlon	21	188	81	Biathlon Men's 20 kilometres
93144	Christa Perathoner	F	Italy	ITA	Biathlon	22	170	59	Biathlon Women's 15 kilometres
92760	Arnd Peiffer	M	Germany	GER	Biathlon	22	185	80	Biathlon Men's 10 kilometres Sprint
92760	Arnd Peiffer	M	Germany	GER	Biathlon	22	185	80	Biathlon Men's 12.5 kilometres Pursuit
92760	Arnd Peiffer	M	Germany	GER	Biathlon	22	185	80	Biathlon Men's 15 kilometres Mass Start
92760	Arnd Peiffer	M	Germany	GER	Biathlon	22	185	80	Biathlon Men's 4 x 7.5 kilometres Relay
92465	Krystyna Stanisawa Paka (-Guzik)	F	Poland	POL	Biathlon	26	165	59	Biathlon Women's 7.5 kilometres Sprint
92465	Krystyna Stanisawa Paka (-Guzik)	F	Poland	POL	Biathlon	26	165	59	Biathlon Women's 10 kilometres Pursuit
92465	Krystyna Stanisawa Paka (-Guzik)	F	Poland	POL	Biathlon	26	165	59	Biathlon Women's 12.5 kilometres Mass Start
92465	Krystyna Stanisawa Paka (-Guzik)	F	Poland	POL	Biathlon	26	165	59	Biathlon Women's 15 kilometres
92465	Krystyna Stanisawa Paka (-Guzik)	F	Poland	POL	Biathlon	26	165	59	Biathlon Women's 4 x 6 kilometres Relay
90475	Victoria Padial Hernndez	F	Spain	ESP	Biathlon	21	165	53	Biathlon Women's 7.5 kilometres Sprint
90475	Victoria Padial Hernndez	F	Spain	ESP	Biathlon	21	165	53	Biathlon Women's 15 kilometres
89673	Alexander Os	M	Norway	NOR	Biathlon	30	184	72	Biathlon Men's 20 kilometres
88847	Anna-Carin Helena Cecilia Olofsson-Zidek	F	Sweden	SWE	Biathlon	36	159	55	Biathlon Women's 7.5 kilometres Sprint
88847	Anna-Carin Helena Cecilia Olofsson-Zidek	F	Sweden	SWE	Biathlon	36	159	55	Biathlon Women's 10 kilometres Pursuit
88847	Anna-Carin Helena Cecilia Olofsson-Zidek	F	Sweden	SWE	Biathlon	36	159	55	Biathlon Women's 12.5 kilometres Mass Start
88847	Anna-Carin Helena Cecilia Olofsson-Zidek	F	Sweden	SWE	Biathlon	36	159	55	Biathlon Women's 15 kilometres
88847	Anna-Carin Helena Cecilia Olofsson-Zidek	F	Sweden	SWE	Biathlon	36	159	55	Biathlon Women's 4 x 6 kilometres Relay
87736	Karin Oberhofer	F	Italy	ITA	Biathlon	24	165	58	Biathlon Women's 7.5 kilometres Sprint
87736	Karin Oberhofer	F	Italy	ITA	Biathlon	24	165	58	Biathlon Women's 10 kilometres Pursuit
87736	Karin Oberhofer	F	Italy	ITA	Biathlon	24	165	58	Biathlon Women's 15 kilometres
87736	Karin Oberhofer	F	Italy	ITA	Biathlon	24	165	58	Biathlon Women's 4 x 6 kilometres Relay
87223	Weronika Nowakowska (-Ziemniak)	F	Poland	POL	Biathlon	23	158	51	Biathlon Women's 7.5 kilometres Sprint
87223	Weronika Nowakowska (-Ziemniak)	F	Poland	POL	Biathlon	23	158	51	Biathlon Women's 10 kilometres Pursuit
87223	Weronika Nowakowska (-Ziemniak)	F	Poland	POL	Biathlon	23	158	51	Biathlon Women's 12.5 kilometres Mass Start
87223	Weronika Nowakowska (-Ziemniak)	F	Poland	POL	Biathlon	23	158	51	Biathlon Women's 15 kilometres
87223	Weronika Nowakowska (-Ziemniak)	F	Poland	POL	Biathlon	23	158	51	Biathlon Women's 4 x 6 kilometres Relay
87148	Sergey Valentinovich Novikov	M	Belarus	BLR	Biathlon	30	184	75	Biathlon Men's 10 kilometres Sprint
87148	Sergey Valentinovich Novikov	M	Belarus	BLR	Biathlon	30	184	75	Biathlon Men's 12.5 kilometres Pursuit
87148	Sergey Valentinovich Novikov	M	Belarus	BLR	Biathlon	30	184	75	Biathlon Men's 15 kilometres Mass Start
87148	Sergey Valentinovich Novikov	M	Belarus	BLR	Biathlon	30	184	75	Biathlon Men's 20 kilometres
87148	Sergey Valentinovich Novikov	M	Belarus	BLR	Biathlon	30	184	75	Biathlon Men's 4 x 7.5 kilometres Relay
86413	Lars Johan Mattias Nilsson, Jr.	M	Sweden	SWE	Biathlon	27	190	81	Biathlon Men's 20 kilometres
86413	Lars Johan Mattias Nilsson, Jr.	M	Sweden	SWE	Biathlon	27	190	81	Biathlon Men's 4 x 7.5 kilometres Relay
86365	Anna-Maria Viktoria Nilsson	F	Sweden	SWE	Biathlon	26	178	63	Biathlon Women's 7.5 kilometres Sprint
86365	Anna-Maria Viktoria Nilsson	F	Sweden	SWE	Biathlon	26	178	63	Biathlon Women's 10 kilometres Pursuit
86365	Anna-Maria Viktoria Nilsson	F	Sweden	SWE	Biathlon	26	178	63	Biathlon Women's 12.5 kilometres Mass Start
86365	Anna-Maria Viktoria Nilsson	F	Sweden	SWE	Biathlon	26	178	63	Biathlon Women's 15 kilometres
86365	Anna-Maria Viktoria Nilsson	F	Sweden	SWE	Biathlon	26	178	63	Biathlon Women's 4 x 6 kilometres Relay
85492	Magdalena Neuner (-Holzer)	F	Germany	GER	Biathlon	23	166	58	Biathlon Women's 7.5 kilometres Sprint
85492	Magdalena Neuner (-Holzer)	F	Germany	GER	Biathlon	23	166	58	Biathlon Women's 10 kilometres Pursuit
85492	Magdalena Neuner (-Holzer)	F	Germany	GER	Biathlon	23	166	58	Biathlon Women's 12.5 kilometres Mass Start
85492	Magdalena Neuner (-Holzer)	F	Germany	GER	Biathlon	23	166	58	Biathlon Women's 15 kilometres
84857	Olga Viktorovna Nazarova	F	Belarus	BLR	Biathlon	32	164	53	Biathlon Women's 7.5 kilometres Sprint
83546	Sarah Jane Spidy Murphy	F	New Zealand	NZL	Biathlon	21	152	59	Biathlon Women's 7.5 kilometres Sprint
83546	Sarah Jane Spidy Murphy	F	New Zealand	NZL	Biathlon	21	152	59	Biathlon Women's 15 kilometres
83233	Mun Ji-Hui	F	South Korea	KOR	Biathlon	21	165	53	Biathlon Women's 7.5 kilometres Sprint
83233	Mun Ji-Hui	F	South Korea	KOR	Biathlon	21	165	53	Biathlon Women's 15 kilometres
81846	Ondej Moravec	M	Czech Republic	CZE	Biathlon	25	181	72	Biathlon Men's 10 kilometres Sprint
79041	Daniel Mesotitsch	M	Austria	AUT	Biathlon	33	180	78	Biathlon Men's 10 kilometres Sprint
79041	Daniel Mesotitsch	M	Austria	AUT	Biathlon	33	180	78	Biathlon Men's 12.5 kilometres Pursuit
79041	Daniel Mesotitsch	M	Austria	AUT	Biathlon	33	180	78	Biathlon Men's 15 kilometres Mass Start
79041	Daniel Mesotitsch	M	Austria	AUT	Biathlon	33	180	78	Biathlon Men's 20 kilometres
79041	Daniel Mesotitsch	M	Austria	AUT	Biathlon	33	180	78	Biathlon Men's 4 x 7.5 kilometres Relay
76458	Miroslav Matiako	M	Slovakia	SVK	Biathlon	27	182	72	Biathlon Men's 10 kilometres Sprint
76458	Miroslav Matiako	M	Slovakia	SVK	Biathlon	27	182	72	Biathlon Men's 20 kilometres
76458	Miroslav Matiako	M	Slovakia	SVK	Biathlon	27	182	72	Biathlon Men's 4 x 7.5 kilometres Relay
76457	Marek Matiako	M	Slovakia	SVK	Biathlon	32	172	62	Biathlon Men's 10 kilometres Sprint
76457	Marek Matiako	M	Slovakia	SVK	Biathlon	32	172	62	Biathlon Men's 20 kilometres
76457	Marek Matiako	M	Slovakia	SVK	Biathlon	32	172	62	Biathlon Men's 4 x 7.5 kilometres Relay
75017	Janez Mari	M	Slovenia	SLO	Biathlon	34	182	78	Biathlon Men's 10 kilometres Sprint
75017	Janez Mari	M	Slovenia	SLO	Biathlon	34	182	78	Biathlon Men's 12.5 kilometres Pursuit
75017	Janez Mari	M	Slovenia	SLO	Biathlon	34	182	78	Biathlon Men's 20 kilometres
75017	Janez Mari	M	Slovenia	SLO	Biathlon	34	182	78	Biathlon Men's 4 x 7.5 kilometres Relay
74053	Andreja Mali	F	Slovenia	SLO	Biathlon	32	160	54	Biathlon Women's 7.5 kilometres Sprint
74053	Andreja Mali	F	Slovenia	SLO	Biathlon	32	160	54	Biathlon Women's 10 kilometres Pursuit
74053	Andreja Mali	F	Slovenia	SLO	Biathlon	32	160	54	Biathlon Women's 12.5 kilometres Mass Start
74053	Andreja Mali	F	Slovenia	SLO	Biathlon	32	160	54	Biathlon Women's 15 kilometres
74053	Andreja Mali	F	Slovenia	SLO	Biathlon	32	160	54	Biathlon Women's 4 x 6 kilometres Relay
73799	Kaisa Leena Mkrinen	F	Finland	FIN	Biathlon	27	171	58	Biathlon Women's 7.5 kilometres Sprint
73799	Kaisa Leena Mkrinen	F	Finland	FIN	Biathlon	27	171	58	Biathlon Women's 10 kilometres Pursuit
73799	Kaisa Leena Mkrinen	F	Finland	FIN	Biathlon	27	171	58	Biathlon Women's 15 kilometres
70658	Liu Xianying	F	China	CHN	Biathlon	32	160	52	Biathlon Women's 7.5 kilometres Sprint
70658	Liu Xianying	F	China	CHN	Biathlon	32	160	52	Biathlon Women's 10 kilometres Pursuit
70658	Liu Xianying	F	China	CHN	Biathlon	32	160	52	Biathlon Women's 15 kilometres
70658	Liu Xianying	F	China	CHN	Biathlon	32	160	52	Biathlon Women's 4 x 6 kilometres Relay
70274	Fredrik Wilhelm Lindstrm	M	Sweden	SWE	Biathlon	20	180	76	Biathlon Men's 10 kilometres Sprint
70274	Fredrik Wilhelm Lindstrm	M	Sweden	SWE	Biathlon	20	180	76	Biathlon Men's 12.5 kilometres Pursuit
70274	Fredrik Wilhelm Lindstrm	M	Sweden	SWE	Biathlon	20	180	76	Biathlon Men's 20 kilometres
70274	Fredrik Wilhelm Lindstrm	M	Sweden	SWE	Biathlon	20	180	76	Biathlon Men's 4 x 7.5 kilometres Relay
69715	Madara Lduma	F	Latvia	LAT	Biathlon	27	167	60	Biathlon Women's 7.5 kilometres Sprint
69715	Madara Lduma	F	Latvia	LAT	Biathlon	27	167	60	Biathlon Women's 10 kilometres Pursuit
69715	Madara Lduma	F	Latvia	LAT	Biathlon	27	167	60	Biathlon Women's 15 kilometres
69715	Madara Lduma	F	Latvia	LAT	Biathlon	27	167	60	Biathlon Women's 4 x 6 kilometres Relay
69658	Kristaps Lbietis	M	Latvia	LAT	Biathlon	27	174	64	Biathlon Men's 10 kilometres Sprint
69658	Kristaps Lbietis	M	Latvia	LAT	Biathlon	27	174	64	Biathlon Men's 20 kilometres
69658	Kristaps Lbietis	M	Latvia	LAT	Biathlon	27	174	64	Biathlon Men's 4 x 7.5 kilometres Relay
69114	Natalia Levcencova	F	Moldova	MDA	Biathlon	32	160	52	Biathlon Women's 7.5 kilometres Sprint
69114	Natalia Levcencova	F	Moldova	MDA	Biathlon	32	160	52	Biathlon Women's 10 kilometres Pursuit
69114	Natalia Levcencova	F	Moldova	MDA	Biathlon	32	160	52	Biathlon Women's 15 kilometres
69009	Roland Lessing	M	Estonia	EST	Biathlon	31	183	79	Biathlon Men's 10 kilometres Sprint
69009	Roland Lessing	M	Estonia	EST	Biathlon	31	183	79	Biathlon Men's 20 kilometres
69009	Roland Lessing	M	Estonia	EST	Biathlon	31	183	79	Biathlon Men's 4 x 7.5 kilometres Relay
68423	Kadri Lehtla	F	Estonia	EST	Biathlon	24	156	51	Biathlon Women's 7.5 kilometres Sprint
68423	Kadri Lehtla	F	Estonia	EST	Biathlon	24	156	51	Biathlon Women's 15 kilometres
68423	Kadri Lehtla	F	Estonia	EST	Biathlon	24	156	51	Biathlon Women's 4 x 6 kilometres Relay
67967	Lee In-Bok	M	South Korea	KOR	Biathlon	25	172	60	Biathlon Men's 10 kilometres Sprint
67967	Lee In-Bok	M	South Korea	KOR	Biathlon	25	172	60	Biathlon Men's 20 kilometres
67623	Marina Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	24	165	54	Biathlon Women's 7.5 kilometres Sprint
67623	Marina Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	24	165	54	Biathlon Women's 10 kilometres Pursuit
67623	Marina Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	24	165	54	Biathlon Women's 15 kilometres
67623	Marina Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	24	165	54	Biathlon Women's 4 x 6 kilometres Relay
67622	Anna Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	28	178	70	Biathlon Women's 7.5 kilometres Sprint
67622	Anna Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	28	178	70	Biathlon Women's 10 kilometres Pursuit
67622	Anna Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	28	178	70	Biathlon Women's 15 kilometres
67622	Anna Petrovna Lebedeva	F	Kazakhstan	KAZ	Biathlon	28	178	70	Biathlon Women's 4 x 6 kilometres Relay
67515	Jean-Philippe Le Guellec	M	Canada	CAN	Biathlon	24	171	64	Biathlon Men's 10 kilometres Sprint
67515	Jean-Philippe Le Guellec	M	Canada	CAN	Biathlon	24	171	64	Biathlon Men's 12.5 kilometres Pursuit
67515	Jean-Philippe Le Guellec	M	Canada	CAN	Biathlon	24	171	64	Biathlon Men's 15 kilometres Mass Start
67515	Jean-Philippe Le Guellec	M	Canada	CAN	Biathlon	24	171	64	Biathlon Men's 20 kilometres
67515	Jean-Philippe Le Guellec	M	Canada	CAN	Biathlon	24	171	64	Biathlon Men's 4 x 7.5 kilometres Relay
67100	Mari Laukkanen	F	Finland	FIN	Biathlon	22	171	58	Biathlon Women's 7.5 kilometres Sprint
67100	Mari Laukkanen	F	Finland	FIN	Biathlon	22	171	58	Biathlon Women's 15 kilometres
66305	Dominik Landertinger	M	Austria	AUT	Biathlon	22	188	75	Biathlon Men's 10 kilometres Sprint
66305	Dominik Landertinger	M	Austria	AUT	Biathlon	22	188	75	Biathlon Men's 12.5 kilometres Pursuit
66305	Dominik Landertinger	M	Austria	AUT	Biathlon	22	188	75	Biathlon Men's 15 kilometres Mass Start
66305	Dominik Landertinger	M	Austria	AUT	Biathlon	22	188	75	Biathlon Men's 20 kilometres
66305	Dominik Landertinger	M	Austria	AUT	Biathlon	22	188	75	Biathlon Men's 4 x 7.5 kilometres Relay
65376	Anastasia Vladimirovna Kuzmina (Shipulina-)	F	Slovakia	SVK	Biathlon	25	180	67	Biathlon Women's 7.5 kilometres Sprint
65376	Anastasia Vladimirovna Kuzmina (Shipulina-)	F	Slovakia	SVK	Biathlon	25	180	67	Biathlon Women's 10 kilometres Pursuit
65376	Anastasia Vladimirovna Kuzmina (Shipulina-)	F	Slovakia	SVK	Biathlon	25	180	67	Biathlon Women's 12.5 kilometres Mass Start
65376	Anastasia Vladimirovna Kuzmina (Shipulina-)	F	Slovakia	SVK	Biathlon	25	180	67	Biathlon Women's 15 kilometres
65376	Anastasia Vladimirovna Kuzmina (Shipulina-)	F	Slovakia	SVK	Biathlon	25	180	67	Biathlon Women's 4 x 6 kilometres Relay
64656	Olga Sergeyevna Kudryashova	F	Belarus	BLR	Biathlon	31	167	54	Biathlon Women's 15 kilometres
64656	Olga Sergeyevna Kudryashova	F	Belarus	BLR	Biathlon	31	167	54	Biathlon Women's 4 x 6 kilometres Relay
64368	Gerda Krmia	F	Latvia	LAT	Biathlon	25	166	56	Biathlon Women's 7.5 kilometres Sprint
64368	Gerda Krmia	F	Latvia	LAT	Biathlon	25	166	56	Biathlon Women's 10 kilometres Pursuit
64368	Gerda Krmia	F	Latvia	LAT	Biathlon	25	166	56	Biathlon Women's 15 kilometres
64368	Gerda Krmia	F	Latvia	LAT	Biathlon	25	166	56	Biathlon Women's 4 x 6 kilometres Relay
64343	Nikolay Nikolayevich Kruglov	M	Russia	RUS	Biathlon	28	180	72	Biathlon Men's 20 kilometres
64097	Gro Marit Istad Kristiansen	F	Norway	NOR	Biathlon	32	175	65	Biathlon Women's 7.5 kilometres Sprint
62434	Kong Yingchao	F	China	CHN	Biathlon	27	165	55	Biathlon Women's 7.5 kilometres Sprint
62434	Kong Yingchao	F	China	CHN	Biathlon	27	165	55	Biathlon Women's 15 kilometres
62434	Kong Yingchao	F	China	CHN	Biathlon	27	165	55	Biathlon Women's 4 x 6 kilometres Relay
62028	Kauri Kiv	M	Estonia	EST	Biathlon	26	187	80	Biathlon Men's 10 kilometres Sprint
62028	Kauri Kiv	M	Estonia	EST	Biathlon	26	187	80	Biathlon Men's 12.5 kilometres Pursuit
62028	Kauri Kiv	M	Estonia	EST	Biathlon	26	187	80	Biathlon Men's 20 kilometres
62028	Kauri Kiv	M	Estonia	EST	Biathlon	26	187	80	Biathlon Men's 4 x 7.5 kilometres Relay
61791	Zina Kocher	F	Canada	CAN	Biathlon	27	170	60	Biathlon Women's 7.5 kilometres Sprint
61791	Zina Kocher	F	Canada	CAN	Biathlon	27	170	60	Biathlon Women's 15 kilometres
61791	Zina Kocher	F	Canada	CAN	Biathlon	27	170	60	Biathlon Women's 4 x 6 kilometres Relay
61094	Mikhail Klecherov	M	Bulgaria	BUL	Biathlon	27	161	51	Biathlon Men's 10 kilometres Sprint
61094	Mikhail Klecherov	M	Bulgaria	BUL	Biathlon	27	161	51	Biathlon Men's 12.5 kilometres Pursuit
61094	Mikhail Klecherov	M	Bulgaria	BUL	Biathlon	27	161	51	Biathlon Men's 20 kilometres
61094	Mikhail Klecherov	M	Bulgaria	BUL	Biathlon	27	161	51	Biathlon Men's 4 x 7.5 kilometres Relay
59514	Oksana Yurivna Khvostenko	F	Ukraine	UKR	Biathlon	32	167	60	Biathlon Women's 7.5 kilometres Sprint
59514	Oksana Yurivna Khvostenko	F	Ukraine	UKR	Biathlon	32	167	60	Biathlon Women's 10 kilometres Pursuit
59514	Oksana Yurivna Khvostenko	F	Ukraine	UKR	Biathlon	32	167	60	Biathlon Women's 12.5 kilometres Mass Start
